0.0112	0.4278	-0.1103	-0.4071	-0.1318
0.1562	0.4325	0.8112	-0.6169	0.0845
-0.5310	-0.4235	-0.6102	-0.4568	0.2265
0.2411	0.2985	0.4550	0.1297	-0.3649
-0.2435	0.7182	0.6263	-0.8730	-0.1430
0.0767	0.2744	-0.6292	0.0927	-0.9888
0.2693	0.4345	0.0797	0.2508	0.2432
0.2929	0.5003	0.4755	-0.2811	-0.4895
0.0740	-0.0741	0.6624	0.3069	-0.0654
0.5774	-0.6492	-0.1624	0.3994	0.2358
0.0478	-0.1962	-0.3602	-0.2156	-0.5916
0.2130	0.3649	0.5433	-0.4633	-0.4859
0.2671	0.0764	-0.0668	0.0708	-0.5617
0.0901	-0.9733	-0.5493	-0.7118	0.6297
