-0.1845	-0.4895	-0.3434	-0.2693	-0.6155
0.0569	-0.0524	0.4802	0.2258	-0.4559
-0.4734	-0.4664	0.2947	-0.1369	-0.2349
0.1020	-0.2728	-0.2824	0.1019	0.2229
0.0645	0.6444	0.3562	0.7578	0.0325
-0.0494	0.4335	0.3588	-0.2761	0.4152
-0.4868	0.7129	-0.3788	0.5335	0.6745
0.9402	-0.0804	-0.1463	-0.7828	0.5686
0.2194	-0.0939	0.3759	-0.2467	-0.0965
0.5228	0.7295	0.4895	-0.3230	-0.1362
0.0475	-0.7859	-0.5249	-0.0908	0.6106
-0.3842	-0.6668	0.8268	0.5664	-0.3206
-0.3181	0.4409	0.5493	-0.5562	-0.1243
-0.6136	0.0444	-0.1263	-0.4414	-0.9525
