-0.0588	0.5998	-0.5939	-0.1576	-0.2090
-0.0680	-0.3378	-0.1057	-0.1358	-0.4207
-0.2082	0.1590	0.1235	0.1699	0.3286
-0.3026	-0.2795	-0.0075	0.8461	-0.1517
0.1802	-0.6898	0.5139	0.4741	-0.8157
-0.1169	0.8108	0.8599	-0.1400	-0.4292
-0.3446	-0.0000	0.2649	-0.3310	0.9205
-0.4604	-0.4300	-0.0281	0.4070	0.0789
0.1086	0.4237	-0.5648	0.2377	-0.0817
-0.4965	-0.3834	-0.2236	-0.2509	-0.7835
0.0713	0.4902	-0.5159	0.4088	-0.2977
-0.4363	-0.4604	-0.3076	0.1471	0.7427
-0.0124	-0.6541	0.2818	-0.4653	-0.3342
-0.6807	-0.1448	0.4235	0.6028	0.2882
