-0.0979	-0.0721	-0.2686	-0.2889	-0.2731
0.5415	-0.1328	0.4521	-0.1328	0.3278
0.5298	-0.5064	0.0259	0.1016	0.8902
-0.1488	0.5184	-0.1874	-0.5274	-0.3167
0.3792	0.2030	0.2666	-0.7503	-0.1163
0.1990	0.1994	-0.7937	-0.7471	-0.3533
-0.4765	-0.5342	-0.5033	0.1941	0.4268
0.7830	0.3123	-0.3090	0.9110	-0.6480
-0.1541	-0.6506	0.0495	-0.4263	-0.0727
0.4635	-0.3593	-0.4095	0.3429	0.1570
-0.0693	-0.1109	0.3008	-0.1207	0.6219
0.6592	-0.0289	-0.1713	0.9083	0.3990
0.2967	0.2197	-0.9167	0.5387	-0.2021
-0.4789	0.2410	-0.7045	-0.1266	0.9697
