0.8311	-0.0988	-0.0085	0.1934	-0.6738
-0.0265	0.4726	0.7194	0.3400	-0.1093
0.1975	0.3038	-0.3956	0.1690	0.3204
0.0961	-0.0122	-0.2610	0.0458	-0.3941
0.0213	-0.4297	0.0757	0.1809	-0.3201
0.4709	-0.2325	-0.4907	0.3108	-0.1205
0.3291	0.1318	-0.0808	-0.3768	-0.5687
-0.2634	-0.0231	0.5259	0.1625	-0.6774
0.1925	-0.8776	0.2515	-0.1067	0.2287
-0.2990	-0.3120	-0.9347	-0.7019	0.2012
0.2438	-0.3883	0.0055	-0.1365	0.6154
-0.3870	0.9028	0.0994	0.7833	-0.1258
-0.0724	0.0532	0.0041	0.3536	-0.3965
-0.2430	-0.6442	0.7319	-0.7689	-0.5358
