0.8692	0.2700	0.0136	-0.2582	0.4564
0.1032	0.4538	-0.7303	0.0489	-0.3688
-0.5541	-0.0489	0.0094	0.1153	-0.1287
0.0184	0.7474	-0.2401	-0.6720	0.1677
0.6576	0.7096	0.5226	0.0314	-0.0567
-0.3096	0.0662	-0.6541	0.1574	-0.1668
0.0448	-0.2601	-0.2793	-0.4766	-0.3781
-0.3300	-0.6497	0.0599	0.1022	-0.2603
-0.3589	-0.5206	-0.1693	-0.1990	-0.4599
-0.0547	0.1316	-0.4578	-0.4189	0.0831
-0.2622	-0.1061	-0.0843	-0.1927	0.6233
-0.2510	0.8583	0.1660	-0.9196	-0.3062
0.1303	0.5371	-0.6053	-0.7018	-0.4558
0.6849	0.0222	0.3200	-0.0367	-0.6193
