0.2261	-0.7230	0.2419	-0.1873	0.1441
0.1481	-0.4084	0.9074	0.2274	0.1928
0.8358	-0.1477	-0.2913	-0.0244	-0.2051
-0.0038	0.4469	0.5786	0.3006	0.0051
0.5194	-0.6519	0.9440	0.4026	-0.0853
0.5530	0.0493	0.4972	-0.7594	0.1789
-0.6423	0.4383	-0.1582	-0.7045	-0.0794
0.2479	0.5132	0.5993	0.2473	-0.2981
-0.0656	-0.1205	0.6841	0.4826	-0.5299
0.6623	0.2643	-0.5038	-0.1762	0.1823
0.0466	-0.0489	-0.1434	-0.7947	0.7288
0.2683	-0.0536	-0.6216	0.0505	-0.1444
-0.0888	-0.4997	-0.6167	-0.2180	-0.1373
0.5922	0.2217	-0.3530	-0.4955	-0.1748
