-0.0199	-0.5253	-0.1625	0.2602	-0.2117
0.1036	-0.7291	-0.3652	0.3451	-0.3542
0.6093	0.7199	0.5059	-0.0386	-0.2165
0.3361	-0.0891	0.8370	0.4908	-0.2004
-0.4768	-0.1982	-0.4303	-0.3691	-0.3149
-0.3543	0.4788	-0.3598	0.3713	0.2286
-0.4553	0.1170	0.5825	-0.3865	-0.5988
0.5609	0.4886	-0.6166	0.1866	-0.0198
-0.1955	-0.2041	0.0487	0.8442	0.4190
0.7790	0.0619	0.2872	-0.1061	-0.2292
-0.0511	-0.2193	0.2124	0.4395	0.1079
-0.8310	0.0359	-0.2693	0.8718	-0.4763
-0.1801	0.0327	-0.0047	-0.6991	0.3132
0.1237	-0.6540	0.8656	-0.0829	-0.2669
