0.3852	-0.3731	0.1705	0.4466	0.4499
-0.2962	-0.1007	0.1085	0.1796	-0.1847
-0.0255	0.3555	-0.0417	0.0503	0.1418
-0.0733	-0.1178	-0.7493	-0.4476	-0.1545
0.8481	0.7598	-0.6676	0.8335	-0.2791
0.0542	-0.0620	0.3933	0.2822	0.8379
-0.9346	-0.0040	0.4567	-0.2190	0.3296
0.9641	-0.2613	0.4606	-0.4611	-0.1695
0.0421	-0.2797	0.6647	0.2989	0.6405
-0.2228	0.1184	-0.6334	0.2823	0.3737
-0.0494	0.0590	-0.0740	0.0467	-0.2274
-0.2903	-0.5645	-0.0865	-0.2777	0.2794
0.3676	0.6648	-0.2343	0.4125	-0.4863
0.1646	-0.7990	0.1262	0.4066	0.5668
