0.3409	-0.0712	-0.5114	-0.0212	-0.1803
-0.1065	0.2417	-0.7749	-0.0809	-0.1233
-0.0544	-0.0188	0.8616	-0.1296	-0.2141
-0.1191	-0.0798	-0.6792	0.0224	0.8771
-0.0038	0.7292	0.2080	-0.8425	-0.2580
0.5962	0.3561	0.3452	0.7208	0.0094
0.3686	0.0786	0.0082	-0.0592	0.1469
0.7241	-0.4374	-0.5872	-0.7985	-0.2135
-0.0089	-0.5961	-0.7016	0.1342	0.2294
0.4416	0.2761	0.4349	0.4172	0.2406
0.1513	0.3336	-0.0498	-0.0234	0.2758
0.2009	0.5313	0.2338	-0.0500	0.1438
-0.1018	0.5625	-0.3038	0.1755	-0.2010
0.3062	-0.5477	-0.3496	0.8384	-0.3294
