-0.1435	-0.3172	-0.2171	-0.6980	0.1391
-0.0248	-0.4404	-0.2593	-0.4771	0.0406
-0.0667	-0.0810	-0.5173	-0.2221	0.1844
0.1306	0.0209	0.0798	-0.4036	0.2724
0.4546	0.7284	0.0093	0.6245	-0.7578
-0.4397	0.6020	0.0856	-0.3099	-0.3116
0.4175	0.2952	0.5107	0.2136	-0.5150
-0.6046	0.3188	-0.0334	0.2037	-0.2030
0.2546	-0.3214	0.5590	0.4107	0.0361
-0.7120	0.2504	-0.4282	-0.6288	0.1124
-0.0568	-0.3560	0.5001	0.7570	0.2684
0.4582	-0.0506	-0.8207	0.8946	-0.0429
-0.0541	0.2055	-0.2649	-0.6924	-0.7259
0.8881	0.1748	-0.2721	0.3200	0.4978
