0.4699	0.0304	0.3135	-0.7955	-0.4130
-0.0346	-0.8406	0.4680	-0.1680	0.1232
0.6714	-0.1416	-0.1833	-0.2688	-0.1464
0.1499	0.0862	0.3523	-0.4388	-0.1102
0.3827	0.7991	0.6766	-0.3814	0.9246
0.0976	0.3761	-0.6509	-0.2435	-0.7384
0.0502	-0.9300	-0.3126	0.1934	0.7905
-0.1208	0.1128	0.2122	0.4175	-0.1906
0.1164	0.2041	0.2248	0.3963	-0.1503
0.5338	0.0660	0.2017	0.1346	-0.5385
0.1667	-0.6158	-0.4252	-0.0659	0.0510
-0.4495	-0.2266	-0.4082	-0.2898	0.5435
0.1236	0.2890	-0.0860	-0.1034	0.8105
0.0020	0.1578	-0.3963	0.8169	0.2064
