-0.3722	0.6492	-0.9656	-0.3760	-0.1453
-0.1959	0.0532	0.0742	0.1495	0.2206
-0.1229	-0.0074	-0.0953	0.3684	-0.0759
-0.2049	-0.0936	-0.0319	0.4917	-0.2641
-0.4220	-0.7330	0.8193	0.2291	-0.1397
0.0459	0.6460	0.1088	-0.1852	-0.5902
0.8021	0.5969	0.0356	-0.9819	0.4403
-0.0756	0.1103	-0.0196	0.2565	0.5949
0.2669	0.3433	0.0802	-0.2712	-0.2367
-0.2220	-0.6029	0.0696	-0.6203	-0.0219
0.1599	0.1438	-0.3482	-0.2600	0.8708
0.0557	0.2580	-0.9129	-0.7165	-0.0896
-0.1779	-0.6752	0.6473	-0.0200	0.5934
0.5500	-0.1570	0.4115	0.5377	-0.7800
