0.6749	-0.4080	-0.1890	0.6625	0.3943
-0.1547	-0.2498	0.5771	0.8284	-0.2745
0.4312	-0.0844	-0.8045	-0.4050	0.0177
-0.1521	-0.3151	0.8056	0.1043	0.3917
-0.4676	0.1285	0.7970	0.0027	-0.2993
-0.1475	0.5582	0.5642	-0.6802	0.1493
-0.7004	0.3047	-0.1991	-0.0299	-0.7047
0.3246	0.6749	0.1493	0.1718	-0.4460
-0.1696	-0.1276	-0.7373	-0.3185	-0.7103
-0.0503	-0.1989	-0.3701	-0.6362	0.1122
-0.0296	0.3681	-0.5737	-0.0126	-0.1162
0.6326	0.7328	0.8530	-0.0485	0.7205
0.2289	0.0906	0.3569	0.1881	0.9540
-0.1979	-0.3371	-0.4488	0.3800	0.4147
