-0.2127	0.3717	0.6882	0.9797	-0.7127
-0.4887	0.2365	-0.0614	-0.5351	-0.4675
-0.9615	0.1579	-0.5384	-0.2120	-0.0210
-0.1335	0.1196	-0.2237	-0.9559	-0.3963
-0.4361	0.3689	-0.0630	0.4579	-0.1616
0.1281	-0.2252	0.3803	0.3302	-0.6262
-0.9119	0.0059	0.6840	0.0232	0.1921
0.0505	0.5390	0.0630	0.7307	-0.1609
0.0865	0.4049	0.0169	0.6413	-0.5358
-0.0134	-0.2858	0.7062	-0.1427	-0.2182
-0.0008	0.4709	-0.1868	0.1202	0.2348
-0.8187	0.2994	0.0948	0.1784	-0.1401
0.1814	0.7727	0.9281	0.1433	-0.1528
0.2381	0.6902	-0.1471	0.3043	0.3241
