-0.3860	-0.6159	0.0176	0.3271	0.7251
-0.1416	-0.4035	-0.8027	0.3363	0.3187
-0.1456	0.0923	-0.4507	-0.3108	-0.1474
0.0588	-0.0218	0.1679	-0.0096	0.5982
0.3909	-0.3352	0.6596	0.3992	0.6419
0.3242	-0.0869	-0.4830	-0.0024	0.9294
-0.4753	0.7828	-0.4565	-0.4531	0.6228
-0.3467	0.1855	-0.0164	0.5363	0.0950
0.1858	0.4997	-0.0243	0.3358	-0.2860
-0.6988	-0.8091	0.0312	-0.5415	-0.0877
0.0241	0.1895	-0.0764	0.0966	-0.5707
0.2470	0.7586	0.2730	-0.7527	-0.1526
0.2540	0.1605	0.6969	0.6403	0.3213
0.8753	-0.0891	-0.1987	-0.3403	-0.1895
